n,sex,age,color_1,color_2,color_3,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15
21,"M",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"F",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"M",20,126.107070707071,117.579797979798,103.59595959596,1.85418113161581,1.55503584011663,2.04955657343339,0.817734660549031,2.02442259170602,0.573232574326339,0.365920116966835,0.451394631982556,1.64731579213171,1.27045566763067,1.19912354626664,1.08844247325854,0.688319254296536,0.439501366994735,0.433687797527313
24,"F",21,151.317073170732,129.59756097561,104.211382113821,1.4968635564062,1.16443337149014,1.7534366135719,0.663789364997419,1.67733359917589,0.801548514634013,0.511089987325725,0.225229579507002,1.85664955384427,1.52406404061112,1.19283935467571,1.1996900207827,0.963851851851837,0.397132748375914,0.456176168855573
25,"M",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"M",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"M",14,105.102941176471,104.230392156863,101.213235294118,2.17228110253914,1.31436608912474,2.09133976543994,0.645120473339036,1.37896554390125,0.782654783871855,0.497442574165349,0.300793583070226,1.69320588858293,1.36527549342105,1.16783619783721,1.07385778083133,0.414283882549046,0.380436613586694,0.452095366389253
28,"M",19,112.579797979798,103.034343434343,95.9353535353535,5.12988429045582,1.18786377708978,1.68860215053763,0.542506640463067,1.27265529566122,1.27405789693787,2.25656877897991,3.76847682119209,1.49728063814358,1.75563718564566,1.1768581971534,1.13835352422908,0.947932618683,0.274549632321889,0.454443920239551
29,"M",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"F",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"M",19,130.368253968254,126.939682539683,120.444444444444,-5.28973313034349,1.12120224279567,1.76036143274537,0.654417089065894,1.63338029070884,1.11108042421565,1.31182553956836,1.81124432922877,1.67923028892547,1.61166013683411,1.08742591024555,1.11665770678135,1.04081145584726,7.08448342163733,0.459079924234178
32,"M",22,138.650505050505,123.818181818182,106.165656565657,1.81719349534077,1.18499420625724,1.73592635212889,0.587869435091658,1.40094750984043,1.50366579056577,2.00458248472506,1.72168284789643,1.54221149027291,1.91825150681725,1.30805945724805,1.23669486899563,1.48553459119497,0.388423121584871,0.458857375389187
33,"F",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"M",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"M",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"F",24,87.5983606557377,69.2540983606557,55.472131147541,1.4933878979372,1.37791023842917,1.95463454000461,0.712,1.69293523136374,0.540355106392841,0.29514963880289,0.434300479087043,2.2244001351808,1.56399481425187,1.32727529877661,1.1493518461633,0.22464152947424,0.394696594551947,0.462140321152876
37,"M",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"F",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"F",20,115.7,98.0393442622951,84.572131147541,1.34514694866282,0.633810741687979,1.5766326077299,0.521332506365476,1.27289131654027,0.838546651862628,0.793650793650792,0.963223684210524,1.47593848937132,1.31178677196446,1.30931993489491,1.22496818699351,1.2707413945278,0.360628660891081,0.414559224637873
40,"M",23,115.504918032787,109.291803278689,116.306557377049,-7.14147223385225,1.1580617538911,1.82882998249883,0.648777976316666,1.55525568515172,0.790600064572666,0.671626901654334,0.709957418932198,1.76596443485197,1.47502744237102,1.22973933649289,1.19874941561477,0.960572012257405,3.26938811135736,0.451394122079879
41,"F",29,101.00202020202,75.7616161616162,63.3474747474747,-7.35447441151243,1.63463463463464,2.47043363994744,0.838287752675386,1.78245219347581,0.766501731815932,0.670455448692474,0.752139037433155,1.887152171382,1.57950854399096,1.42491678198751,1.32630776163899,0.708083359646356,1.09293526455809,0.451643804122921
42,"F",23,96.6950819672131,76.1983606557377,61.0196721311475,1.26055835935627,1.03232380413247,2.01408134642356,0.650887466686005,1.43914068359584,0.675628259838785,0.554986702127657,0.401550578390349,1.91871849834888,1.46073761854584,1.43970534069982,1.32856278976013,1.10226483256912,0.376367923816586,0.44238283943693
43,"F",21,110.543434343434,94.9414141414141,83.7575757575758,1.54934320868387,1.25040366853969,1.95242631401995,0.591180562625131,1.28222038352964,0.909706868269022,0.584504792332273,0.584578851794942,1.97299720478877,1.5927802690583,1.08354218880535,1.11397452684204,1.22917108331567,0.357377011545828,0.469699623434626
44,"M",21,85.620202020202,62.0585858585859,53.8060606060606,2.11106435337868,1.14066833971734,1.77591496822266,0.585883416177135,1.36665497801635,0.458427629636918,-0.115182591295647,-0.00430068990234025,2.21209192439863,1.49939689063617,1.12484956847643,1.00918914065073,0.486743886743887,0.370330929524122,0.476267941634511
45,"F",20,129.984126984127,127.396825396825,125.288888888889,1.78392431098313,1.1249439354136,2.05910840680492,0.644086230335988,1.39243725977843,0.586255578832316,0.269258589511753,0.553846153846153,2.15606504065041,1.54301639344262,1.26114389004468,1.17537209947305,0.742204899777285,0.36951931508746,0.46349441403614
46,"M",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"F",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"F",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"M",31,109.254545454545,87.0585858585859,69.8424242424242,1.83257963946166,1.0876746506986,1.99280746880061,0.647842177797736,1.44157393598715,1.22485978870484,2.01971636112072,1.63922518159807,1.72971829583914,1.76244440872314,1.11273898902702,1.04206115163744,2.12605633802813,0.396576962983211,0.471762483435306
50,"M",23,104.719672131148,103.626229508197,103.685245901639,1.7390342484608,1.31863274222565,2.14284357037671,0.729623938536191,1.62260263893658,1.00031321311915,0.78943795818626,0.768100088876736,1.94792682926829,1.76172166805818,1.22868703781219,1.13451350991615,1.32856169052488,0.406048425740887,0.473260275306008
51,"F",32,93.7818181818182,78.9272727272727,71.6242424242424,1.72256030821768,1.0419419358749,1.89663908123628,0.619255937063451,1.40424660898993,0.823183015651634,0.527621632099245,0.0906815020862302,1.82760761589404,1.45555044817283,1.22627579500846,1.16745952975804,1.23990554899645,0.380246308611137,0.455744214300531
52,"M",20,71.6841025641026,58.8984615384615,49.5425641025641,1.75899562039465,1.44305254604551,2.18647354705775,0.708028337617991,1.52600417924309,0.959082679541339,0.957277265745009,1.01374892586517,1.62915074204596,1.58169793169793,1.30389920331309,1.26696770190617,0.599247554552301,0.374523175244672,0.437215757246139
